Date,Open,High,Low,Close,Volume,return_1d,log_return_1d,log_return_cum,dow_sin,dow_cos,month_sin,month_cos,is_month_end,is_quarter_end,week_of_year,return_lag1d,return_lag5d,return_lag10d,return_lag21d,roll5d_mean,roll5d_std,roll5d_skew,roll5d_kurt,roll5d_close_ma,roll10d_mean,roll10d_std,roll10d_skew,roll10d_kurt,roll10d_close_ma,roll21d_mean,roll21d_std,roll21d_skew,roll21d_kurt,roll21d_close_ma,roll63d_mean,roll63d_std,roll63d_skew,roll63d_kurt,roll63d_close_ma,volatility_ann,rsi_14,bb_upper,bb_lower,bb_width,bb_pct,atr_14,ma_cross_50_200,target_5d
2010-10-18,1176.8299560546875,1185.530029296875,1174.550048828125,1184.7099609375,4450050000,0.007243744595420987,0.007217634690706231,0.044637838664013975,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,42,0.007243744595420987,0.01663921973547655,0.04193374881234191,0.052523562675953483,0.0033004609210574506,0.004469819254501414,-1.0388118974661198,0.6953635370105443,1176.5159912109375,0.004107836051553339,0.006931162119352374,1.5645630882994663,3.2746131810725396,1169.1829956054687,0.0024376511268752467,0.008368128058921556,1.001462005393469,0.5104406924786514,1154.3409481956846,0.0014177765210701262,0.01023793839449857,0.19857494680139134,0.9795258550257384,1115.2866656591023,0.13283991469828857,72.46035179631846,1188.1325136839785,1121.712481433209,0.05751038047243492,0.9484710767143777,13.558576311383929,-0.0033799403182478327,0.000768149344306579
2010-10-19,1178.6400146484375,1178.6400146484375,1159.7099609375,1165.9000244140625,5600120000,-0.015877250249970554,-0.016004644029054833,0.02863319463495914,0.9510565162951535,0.30901699437494745,-0.8660254037844386,0.5000000000000001,0,0,42,-0.015877250249970554,-0.0033083384362494472,0.0044368075934202444,0.020293919077713163,-0.0006627646175834473,0.009667048233714637,-1.227691593005604,1.0190095320087913,1175.7419921875,0.00044269939793144947,0.006904216890396746,-1.5611029915240482,3.220660805442162,1169.697998046875,0.0009567019878937049,0.008758870957536101,0.7569190887711209,1.2655994586008956,1155.4452369326636,0.0013685393076293543,0.01031508892445977,0.17325029155669827,0.9393141668459175,1116.8153967478918,0.13904276591608022,60.77579511294313,1188.982439965164,1123.474554663742,0.056656522005447664,0.6476391285584588,14.746433803013392,-0.002921862385226084,0.016931117438045762
2010-10-20,1166.739990234375,1182.93994140625,1166.739990234375,1178.1700439453125,5027880000,0.01052407519882892,0.010469082613678416,0.03910227724863756,0.5877852522924732,-0.8090169943749473,-0.8660254037844386,0.5000000000000001,0,0,42,0.01052407519882892,5.9475732812952486e-05,0.015690124487580892,0.033681950605960465,1.1894792840383764e-05,0.010431375526618854,-0.9661297486441582,0.5150483937821709,1175.756005859375,0.0015568307052588532,0.007571043550036136,-1.417123752292378,2.6147013651110567,1171.5180053710938,0.00157748273715048,0.008956367478469979,0.5473072827549459,0.7181018175094771,1157.2733328683037,0.001181323351934954,0.010032905706637622,0.10805974916002178,1.1032873282605604,1118.1566665891617,0.14217792599122925,67.28065320468563,1190.8649402204917,1125.9810558732581,0.05601052850006356,0.8043443853139095,14.457850864955358,-0.0020987206846886527,0.00363267360985553
2010-10-21,1179.8199462890625,1189.4300537109375,1171.1700439453125,1180.260009765625,4625470000,0.0017739084702186325,0.0017723369527991779,0.04087461420143674,-0.587785252292473,-0.8090169943749475,-0.8660254037844386,0.5000000000000001,0,0,42,0.0017739084702186325,0.005494884904634567,0.019169948058508135,0.04053670987864644,0.0010959686202808238,0.010235750977730832,-1.53344884159083,2.777167698774361,1177.04599609375,0.00189885195871812,0.007486972530908246,-1.625945485893103,3.367297842098767,1173.7380004882812,0.0018922212965433764,0.00883498801127651,0.4731535723869474,0.8437526402163481,1159.462855747768,0.0010795125069897854,0.0099931388568366,0.13518788305607507,1.172308272146027,1119.388412233383,0.1402510866844486,66.35270757444891,1190.9089885147123,1131.4800129501314,0.05117917414102132,0.8208116722874493,14.984994070870536,-0.0007392007086791598,0.002982410233444144
2010-10-22,1180.52001953125,1183.9300537109375,1178.989990234375,1183.0799560546875,3177890000,0.0023892585241640507,0.0023864087842906394,0.04326102298572738,-0.9510565162951536,0.30901699437494723,-0.8660254037844386,0.5000000000000001,0,0,42,0.0023892585241640507,0.005857909854423582,0.015388517585657402,0.05178560518099151,0.0011681638024839264,0.010245214292660005,-1.5639163634479187,2.8683902022755796,1178.4239990234375,0.0015271315200187767,0.0073459645238061495,-1.5574540203568152,3.4272802590311917,1175.5309936523438,0.0024042521995020437,0.008516580194192751,0.4252192254876454,1.2355981267969196,1162.2366652715773,0.0009405998096494819,0.009911557322259647,0.16460967468031873,1.3061144537466731,1120.4688875713045,0.1351965192874332,73.58401862509862,1193.5466801724278,1132.2833125033535,0.05268086477687314,0.8291519954587164,14.174281529017858,0.0007691790402826628,0.0001521906528938466
2010-10-25,1184.739990234375,1196.1400146484375,1184.739990234375,1185.6199951171875,4221380000,0.002146971596890701,0.00214467014688162,0.045405693132609,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,43,0.002146971596890701,0.000768149344306579,0.01742015048551271,0.03216759361545085,0.00015357089371900436,0.009734836110211599,-1.3991130317769345,3.0704864206919544,1178.606005859375,0.0017270159073882276,0.007331382809938601,-1.6680226085764265,3.766085383636604,1177.5609985351562,0.0015076690851722045,0.007379138843668371,0.1781120418215828,2.1869844651009864,1163.9961867559523,0.00099130740416379,0.00990938112360298,0.14902818782666014,1.306579011945943,1121.6082531156994,0.11714019762097944,66.26561813899644,1195.6863616071328,1134.4896271623984,0.05252541845738426,0.8355081103382075,13.269287109375,0.0023904793660275768,-0.0010458580653849303
2010-10-26,1184.8800048828125,1187.1099853515625,1177.719970703125,1185.6400146484375,4203680000,1.688528477283846e-05,1.6885142218022246e-05,0.04542257827482702,0.9510565162951535,0.30901699437494745,-0.8660254037844386,0.5000000000000001,0,0,43,1.688528477283846e-05,0.016931117438045762,0.013566765135207381,0.03806820337570094,0.0033578767279735756,0.004082310328650978,1.9330578299445078,4.1125432064788425,1182.55400390625,0.001347556055195064,0.0073096755419976515,-1.493062180462539,3.343037783688267,1179.147998046875,0.0017791185291794233,0.007204148734370603,0.1208857904541149,2.660164914773831,1166.066662016369,0.0011018299086161414,0.009858122814468198,0.12530553359689317,1.3857208233966043,1122.8703167627727,0.11436231575439201,66.95745013700531,1197.7482854313344,1136.221709685853,0.052722679275396665,0.8032025895121244,13.405718122209821,0.004019854340108996,0.006688313098960563
2010-10-27,1183.8399658203125,1183.8399658203125,1171.699951171875,1182.449951171875,4335670000,-0.002690583513671685,-0.0026942096392165637,0.042728368635610456,0.5877852522924732,-0.8090169943749473,-0.8660254037844386,0.5000000000000001,0,0,43,-0.002690583513671685,0.00363267360985553,0.0036923653985936333,0.03027794848690024,0.0007252182773945796,0.002125151649745391,-1.37813327765151,1.1830430225315176,1183.4099853515625,0.00036855653511748166,0.007107050768474558,-1.2032773137441806,2.920464838597543,1179.5829956054688,0.0014204104160810828,0.00723167665347391,0.2668580924710972,2.619257286503833,1167.721423921131,0.0011252121718113809,0.009847164419583214,0.11996504301079404,1.403631550449381,1124.1547599671378,0.11479930792274273,65.84382176434018,1198.4933334286584,1139.2486587588414,0.05068538347500001,0.7292012768034167,13.511439732142858,0.005355954805747701,0.013116842493209768
2010-10-28,1184.469970703125,1189.530029296875,1177.0999755859375,1183.780029296875,4283460000,0.0011248494058304637,0.0011242172367564925,0.04385258587236695,-0.587785252292473,-0.8090169943749475,-0.8660254037844386,0.5000000000000001,0,0,43,0.0011248494058304637,0.002982410233444144,0.008493683139050079,0.034112890807782126,0.0005955943341860425,0.0020642074116709046,-1.240722510514641,1.1821420344175142,1184.1139892578126,0.0008457814772334333,0.00696620522659631,-1.5082910323343641,4.0956653742187665,1180.5799926757813,0.0015973308979811407,0.007173844985891486,0.20123207297043616,2.783466548706157,1169.5809500558037,0.001142048997851976,0.009846226576823162,0.11472207855909987,1.4045082944498062,1125.459205264137,0.11388125866077924,63.08106097358194,1198.2762978655817,1143.7237021344183,0.046586332819097666,0.7342698660913465,13.531441824776786,0.006703144441169695,0.03149236207255335
2010-10-29,1183.8699951171875,1185.4599609375,1179.699951171875,1183.260009765625,3537880000,-0.0004392872986367369,-0.00043938381356833266,0.04341320205879862,-0.9510565162951536,0.30901699437494723,-0.8660254037844386,0.5000000000000001,0,0,43,-0.0004392872986367369,0.0001521906528938466,0.006010992026442619,0.03685599403554063,3.0435814614248082e-05,0.0018242088397433472,-0.6569681927539847,0.643342692700917,1184.15,0.0005992998085490874,0.006963433680544263,-1.3788423400454715,3.7876234436761993,1181.2869995117187,0.0017234786547852803,0.007110338175638073,0.16235699160031267,2.9823769531768827,1171.5838099888392,0.0007893043534911015,0.009486304433935402,0.07185696872902966,1.7401586104824533,1126.3703167627727,0.11287311930184225,62.53499118929957,1197.9935783409976,1147.7084236121275,0.042874290670341486,0.7069996372723967,13.467154366629464,0.008378250168725374,0.03599375071312383
